from,to
5780,Kingston (Vic.)
5781,Halls Creek
5782,Vincent
5783,Scenic Rim
5784,Towong
5785,Greater Geelong
5786,Yarra Ranges
5787,Mount Gambier
5788,Parramatta
5789,Maribyrnong
5790,Yilgarn
5791,Brisbane
5792,Brisbane
5793,Mildura
5794,Narrabri
5795,Moreton Bay
5796,Alexandrina
5797,West Wimmera
5798,Pyrenees
5799,Pyrenees
5800,Grant
5801,Greater Geelong
5802,Launceston
5803,Inner West
5804,Sunshine Coast
5805,Moreton Bay
5806,Onkaparinga
5807,Parramatta
5808,Glen Eira
5809,Gold Coast
5810,North Sydney
5811,Port Pirie
5812,South Burnett
5813,Camden
5814,Murray
5815,Kiama
5816,Loxton Waikerie
5817,Derby-West Kimberley
5818,Snowy Monaro
5819,Victoria Park
5820,Greater Dandenong
5821,Toowoomba
5822,Toowoomba
5823,Western Downs
5824,Kingston (Vic.)
5825,Snowy Valleys
5826,Bundaberg
5827,Cumberland
5828,Port Stephens
5829,Gympie
5830,Litchfield
5831,Hume
5832,Moyne
5833,South Burnett
5834,Oberon
5835,Moreton Bay
5836,Forbes
5837,Swan
5838,Monash
5839,Tablelands
5840,Brimbank
5841,Unincorporated NT
5842,Unincorporated NT
5843,Port Augusta
5844,Port Augusta
5845,Mornington Peninsula
5846,Gold Coast
5847,Frankston
5848,Brisbane
5849,Merri-bek
5850,Ararat
5851,Mid Murray
5852,Ararat
5853,Litchfield
5854,Karoonda East Murray
5855,Hornsby
5856,Mount Isa
5857,Port Augusta
5858,Plantagenet
5859,Ryde
5860,Plantagenet
5861,Coorong
5862,Brimbank
5863,Newcastle
5864,Armadale
5865,Toowoomba
5866,Kalamunda
5867,Casey
5868,Bass Coast
5869,Eurobodalla
5870,Inner West
5871,Frankston
5872,Greater Bendigo
5873,Moreton Bay
5874,Lismore
5875,Mitchell
5876,Yarra
5877,West Tamar
5878,Murray Bridge
5879,Murray Bridge
5880,Copper Coast
5881,Logan
5882,Collie
5883,Adelaide
5884,Donnybrook-Balingup
5885,Indigo
5886,North Sydney
5887,MacDonnell
5888,Dubbo
5889,Dubbo
5890,Bundaberg
5891,Stirling
5892,Penrith
5893,Swan
5894,Cockburn
5895,Greater Dandenong
5896,Loddon
5897,Mid-Coast
5898,Snowy Monaro
5899,Townsville
5900,Vincent
5901,Swan Hill
5902,Swan Hill
5903,Canterbury-Bankstown
5904,Cranbrook
5905,Huon Valley
5906,Toowoomba
5907,Yarra Ranges
5908,Mid-Western
5909,Monash
5910,Campaspe
5911,Canterbury-Bankstown
5912,Narrabri
5913,Tamworth
5914,Canada Bay
5915,Somerset
5916,Moorabool
5917,Cabonne
5918,Port Stephens
5919,Port Stephens
5920,Lake Macquarie
5921,Mareeba
5922,Parramatta
5923,Hobart
5924,Upper Lachlan
5925,Mornington Peninsula
5926,Upper Lachlan
5927,Alexandrina
5928,Darwin
5929,Yilgarn
5930,Central Highlands (Qld)
5931,Livingstone
5932,Central Highlands (Qld)
5933,South Gippsland
5934,Liverpool
5935,Yass Valley
5936,Waroona
5937,Fairfield
5938,Whitehorse
5939,Merri-bek
5940,Whittlesea
5941,Northam
5942,Willoughby
5943,Northern Beaches
5944,Redland
5945,Brisbane
5946,Hilltops
5947,Hilltops
5948,Blacktown
5949,Adelaide Plains
5950,Yarra Ranges
5951,Isaac
5952,Isaac
5953,Lismore
5954,Victoria Plains
5955,Singleton
5956,Southern Grampians
5957,Moorabool
5958,Break O'Day
5959,Merri-bek
5960,Brisbane
5961,Gannawarra
5962,Ipswich
5963,Ipswich
5964,Victoria Daly
5965,Northern Grampians
5966,Cassowary Coast
5967,Cassowary Coast
5968,Cassowary Coast
5969,Cassowary Coast
5970,Rockhampton
5971,Rockhampton
5972,Singleton
5973,Tablelands
5974,Light
5975,Brewarrina
5976,Launceston
5977,Hornsby
5978,Weddin
5979,Macedon Ranges
5980,Macedon Ranges
5981,Gilgandra
5982,Clarence Valley
5983,Southern Downs
5984,Parramatta
5985,Marion
5986,Mandurah
5987,Dubbo
5988,Stirling
5989,Sydney
5990,Kingston (Vic.)
5991,Newcastle
5992,Livingstone
5993,Golden Plains
5994,Central Goldfields
5995,Tweed
5996,Mount Barker
5997,Golden Plains
5998,Greater Geraldton
5999,Hepburn
6000,Mount Isa
6001,Bathurst
6002,Murray
6003,Serpentine-Jarrahdale
6004,Hume
6005,Glamorgan-Spring Bay
6006,Lachlan
6007,Kingston (Vic.)
6008,Greater Hume
6009,Greater Hume
6010,Maroondah
6011,Port Adelaide Enfield
6012,Armadale
6013,Noosa
6014,Murrumbidgee
6015,Brisbane
6016,Sydney
6017,Campbelltown (NSW)
6018,Mid Murray
6019,Albany
6020,Moira
6021,Campbelltown (NSW)
6022,Greater Hume
6023,Tablelands
6024,Clarence Valley
6025,Mid-Coast
6026,Naracoorte Lucindale
6027,Naracoorte Lucindale
6028,Cloncurry
6029,Townsville
6030,Tamworth
6031,Wagga Wagga
6032,West Wimmera
6033,Berri Barmera
6034,Georges River
6035,Georges River
6036,Onkaparinga
6037,Wanneroo
6038,Toowoomba
6039,Goulburn Mulwaree
6040,Streaky Bay
6041,Moree Plains
6042,Norwood Payneham and St Peters
6043,Newcastle
6044,Glenorchy
6045,Streaky Bay
6046,Port Macquarie-Hastings
6047,Randwick
6048,Randwick
6049,Richmond Valley
6050,Richmond Valley
6051,Joondalup
6052,Latrobe (Tas.)
6053,Narrandera
6054,Wanneroo
6055,Busselton
6056,Hunters Hill
6057,Greater Bendigo
6058,Somerset
6059,Gladstone
6060,Mildura
6061,Darwin
6062,Stonnington
6063,Sydney
6064,Mornington Peninsula
6065,Adelaide Hills
6066,Liverpool
6067,Melton
6068,Manjimup
6069,Latrobe (Vic.)
6070,Darebin
6071,Corangamite
6072,Gold Coast
6073,Queanbeyan-Palerang
6074,Murray
6075,Yarra Ranges
6076,Kingston (Vic.)
6077,Glenelg
6078,Cumberland
6079,Sutherland
6080,Byron
6081,Townsville
6082,Tamworth
6083,Central Coast (NSW)
6084,Wollongong
6085,South Gippsland
6086,Isaac
6087,Knox
6088,Lithgow
6089,Parramatta
6090,Maitland
6091,Golden Plains
6092,Wyndham
6093,Canning
6094,Singleton
6095,Prospect
6096,Gladstone
6097,Tamworth
6098,Maroondah
6099,Wollongong
6100,Wollongong
6101,Gladstone
6102,Mandurah
6103,Port Hedland
6104,Clarence Valley
6105,Towong
6106,Bayside (NSW)
6107,Campbelltown (NSW)
6108,Warrnambool
6109,Yarra Ranges
6110,Whittlesea
6111,Cairns
6112,Collie
6113,Northern Midlands
6114,Lismore
6115,Gold Coast
6116,Yilgarn
6117,Greater Geelong
6118,Tweed
6119,Perth
6120,Randwick
6121,Latrobe (Tas.)
6122,Greater Geelong
6123,Greater Geelong
6124,Central Coast (NSW)
6125,Bellingen
6126,Balranald
6127,Balranald
6128,Mildura
6129,Monash
6130,Barunga West
6131,Macedon Ranges
6132,Macedon Ranges
6133,Greater Shepparton
6134,Plantagenet
6135,South Gippsland
6136,Loddon
6137,Mareeba
6138,Moorabool
6139,Kalgoorlie-Boulder
6140,Halls Creek
6141,Golden Plains
6142,Coffs Harbour
6143,Greater Geraldton
6144,Salisbury
6145,Serpentine-Jarrahdale
6146,Busselton
6147,Moorabool
6148,Wyndham
6149,Northam
6150,Northam
6151,Bundaberg
6152,Unincorporated ACT
6153,Mansfield
6154,Central Coast (NSW)
6155,Strathbogie
6156,Ashburton
6157,Waroona
6158,Port Stephens
6159,South Burnett
6160,Buloke
6161,Golden Plains
6162,Adelaide Plains
6163,Mid-Coast
6164,Fremantle
6165,Goondiwindi
6166,Georges River
6167,Georges River
6168,Narrabri
6169,Playford
6170,Chapman Valley
6171,Townsville
6172,Darwin
6173,Nambucca Valley
6174,Hilltops
6175,Armadale
6176,Armadale
6177,Eurobodalla
6178,Salisbury
6179,Dubbo
6180,Sutherland
6181,East Gippsland
6182,Clarence Valley
6183,Central Desert
6184,Canning
6185,Moreton Bay
6186,Toowoomba
6187,Brisbane
6188,Fairfield
6189,Fairfield
6190,Greater Shepparton
6191,Oberon
6192,Nillumbik
6193,Tatiara
6194,Playford
6195,Port Adelaide Enfield
6196,Port Stephens
6197,Banyule
6198,Greater Shepparton
6199,Temora
6200,Temora
6201,Esperance
6202,Glenelg
6203,Clarence Valley
6204,Gympie
6205,Gold Coast
6206,Gold Coast
6207,Greater Shepparton
6208,Orange
6209,Kingston (SA)
6210,Mundaring
6211,Moorabool
6212,Roper Gulf
6213,Walcha
6214,Walcha
6215,Boroondara
6216,Sutherland
6217,Litchfield
6218,Campaspe
6219,Mount Barker
6220,Melton
6221,Wollongong
6222,Victoria Daly
6223,Mildura
6224,Richmond Valley
6225,Brighton
6226,Central Coast (NSW)
6227,Tea Tree Gully
6228,Toowoomba
6229,Serpentine-Jarrahdale
6230,Playford
6231,Port Macquarie-Hastings
6232,Tamworth
6233,Bega Valley
6234,Hawkesbury
6235,Waroona
6236,Melton
6237,Warrumbungle
6238,Kalgoorlie-Boulder
6239,Harvey
6240,Port Adelaide Enfield
6241,Kempsey
6242,Kempsey
6243,Blacktown
6244,Maroondah
6245,West Torrens
6246,Coorong
6247,Bogan
6248,Gympie
6249,Parkes
6250,Glenelg
6251,Somerset
6252,Somerset
6253,Brisbane
6254,Kempsey
6255,Lachlan
6256,Salisbury
6257,Cairns
6258,Cobar
6259,Goyder
6260,Gold Coast
6261,Ballina
6262,Camden
6263,Albury
6264,Temora
6265,Cook
6266,Gwydir
6267,Waroona
6268,Cardinia
6269,Sunshine Coast
6270,Greater Bendigo
6271,Frankston
6272,Alexandrina
6273,Whitsunday
6274,Liverpool Plains
6275,Roper Gulf
6276,Ipswich
6277,Horsham
6278,Townsville
6279,Townsville
6280,Pyrenees
6281,Sunshine Coast
6282,Warrnambool
6283,Greater Geelong
6284,Onkaparinga
6285,Liverpool
6286,Narrandera
6287,Dandaragan
6288,Upper Hunter
6289,Gladstone
6290,Launceston
6291,Berrigan
6292,Golden Plains
6293,Stirling
6294,Wyndham
6295,Wyndham
6296,Mackay
6297,Glenelg
6298,Gilgandra
6299,Gilgandra
6300,Cook
6301,Gold Coast
6302,Adelaide Hills
6303,Upper Lachlan
6304,Merri-bek
6305,Brisbane
6306,Gympie
6307,Singleton
6308,Gingin
6309,Tamworth
6310,Harvey
6311,Murray River
6312,Noosa
6313,East Arnhem
6314,Armadale
6315,Cassowary Coast
6316,Wakefield
6317,Wakefield
6318,Esperance
6319,Bega Valley
6320,Tasman
6321,Tasman
6322,Cairns
6323,Toowoomba
6324,Toowoomba
6325,Playford
6326,Moreton Bay
6327,East Arnhem
6328,Mandurah
6329,Launceston
6330,Fairfield
6331,Whitsunday
6332,Wollondilly
6333,Mount Alexander
6334,Junee
6335,Harvey
6336,Yarra Ranges
6337,Sydney
6338,Joondalup
6339,Maribyrnong
6340,Lockyer Valley
6341,Blue Mountains
6342,Liverpool
6343,Waverley
6344,Knox
6345,Canterbury-Bankstown
6346,Boroondara
6347,Townsville
6348,Salisbury
6349,Liverpool
6350,Light
6351,Launceston
6352,Cardinia
6353,Barkly
6354,Unincorporated SA
6355,East Gippsland
6356,York
6357,Strathfield
6358,Parramatta
6359,Gold Coast
6360,Wangaratta
6361,Wangaratta
6362,Bayside (Vic.)
6363,Toowoomba
6364,Stirling
6365,Canterbury-Bankstown
6366,Katherine
6367,Sunshine Coast
6368,Bundaberg
6369,Bundaberg
6370,Tatiara
6371,Orange
6372,Moonee Valley
6373,Cumberland
6374,Scenic Rim
6375,Inner West
6376,Inverell
6377,Townsville
6378,Burdekin
6379,Broome
6380,Denmark
6381,Tatiara
6382,Nillumbik
6383,Wollongong
6384,Baw Baw
6385,Cessnock
6386,Brisbane
6387,Toowoomba
6388,Armadale
6389,Coffs Harbour
6390,Cook
6391,Wakefield
6392,Wakefield
6393,Central Coast (NSW)
6394,Ballarat
6395,Gold Coast
6396,Knox
6397,Noosa
6398,Casey
6399,Yass Valley
6400,Yass Valley
6401,Murray
6402,Hume
6403,Penrith
6404,Capel
6405,Capel
6406,Mundaring
6407,Northam
6408,Wattle Range
6409,Baw Baw
6410,Loddon
6411,Adelaide Hills
6412,Logan
6413,Litchfield
6414,Yarra Ranges
6415,Stonnington
6416,Randwick
6417,Toodyay
6418,Mid-Western
6419,Maitland
6420,Brookton
6421,East Gippsland
6422,East Gippsland
6423,Waroona
6424,Central Coast (NSW)
6425,Bundaberg
6426,Kangaroo Island
6427,Brighton
6428,Scenic Rim
6429,Logan
6430,Penrith
6431,Launceston
6432,Dardanup
6433,Oberon
6434,Hawkesbury
6435,Melbourne
6436,Salisbury
6437,Alexandrina
6438,Alexandrina
6439,Sutherland
6440,Baw Baw
6441,Logan
6442,Wollondilly
6443,Greater Geraldton
6444,Hornsby
6445,Latrobe (Vic.)
6446,Manningham
6447,Cumberland
6448,Clarence Valley
6449,Hawkesbury
6450,Kingston (Vic.)
6451,Bathurst
6452,Shoalhaven
6453,Benalla
6454,Barcoo
6455,Sydney
6456,Central Desert
6457,Nambucca Valley
6458,Latrobe (Vic.)
6459,Wyndham
6460,Somerset
6461,Boroondara
6462,Yankalilla
6463,South Burnett
6464,Alice Springs
6465,Broomehill-Tambellup
6466,Southern Grampians
6467,Kingston (Vic.)
6468,Balranald
6469,Kalamunda
6470,Yarra Ranges
6471,Moira
6472,Moreton Bay
6473,Plantagenet
6474,Boddington
6475,Maranoa
6476,Warrnambool
6477,Narrabri
6478,Mareeba
6479,Blacktown
6480,Greater Dandenong
6481,Roper Gulf
6482,Narromine
6483,Lake Macquarie
6484,Gannawarra
6485,Gannawarra
6486,Mid-Coast
6487,Shoalhaven
6488,East Gippsland
6489,Light
6490,Mildura
6491,Ku-ring-gai
6492,Wattle Range
6493,Monash
6494,Lockyer Valley
6495,Northampton
6496,Ballarat
6497,West Arnhem
6498,West Arnhem
6499,West Arnhem
6500,West Arnhem
6501,Salisbury
6502,Rockhampton
6503,Toowoomba
6504,Toowoomba
6505,Coolamon
6506,Roper Gulf
6507,Upper Lachlan
6508,Northam
6509,Benalla
6510,Belmont
6511,Harvey
6512,Hobsons Bay
6513,Central Coast (NSW)
6514,Sydney
6515,Hume
6516,Armidale
6517,Byron
6518,Strathfield
6519,Wellington
6520,Lake Macquarie
6521,Launceston
6522,Kwinana
6523,South Gippsland
6524,Port Macquarie-Hastings
6525,Hobart
6526,Murrindindi
6527,Bayside (NSW)
6528,Bundaberg
6529,Bundaberg
6530,Mansfield
6531,Moreton Bay
6532,Byron
6533,East Gippsland
6534,Muswellbrook
6535,Muswellbrook
6536,Western Downs
6537,Penrith
6538,Penrith
6539,East Pilbara
6540,Clarence Valley
6541,Moreton Bay
6542,Moreton Bay
6543,Central Coast (NSW)
6544,Kondinin
6545,Lismore
6546,Rockhampton
6547,Latrobe (Vic.)
6548,Wollondilly
6549,Grant
6550,Serpentine-Jarrahdale
6551,Hume
6552,Knox
6553,Knox
6554,Brisbane
6555,Wyndham-East Kimberley
6556,Singleton
6557,Naracoorte Lucindale
6558,Hawkesbury
6559,Etheridge
6560,Central Coast (Tas.)
6561,Carnarvon
6562,Port Pirie
6563,Wollondilly
6564,Richmond Valley
6565,Shellharbour
6566,Naracoorte Lucindale
6567,Murrindindi
6568,Armidale
6569,Brisbane
6570,Warren
6571,Tamworth
6572,Rockingham
6573,North Burnett
6574,North Burnett
6575,Mornington Peninsula
6576,North Burnett
6577,Gympie
6578,Barkly
6579,Canada Bay
6580,Barkly
6581,Carnamah
6582,North Burnett
6583,Central Coast (NSW)
6584,Kentish
6585,Onkaparinga
6586,Meekatharra
6587,Busselton
6588,Mid-Coast
6589,Launceston
6590,Mareeba
6591,Mareeba
6592,Manningham
6593,South Gippsland
6594,Western Downs
6595,Sydney
6596,Mid-Western
6597,Port Macquarie-Hastings
6598,Logan
6599,Tweed
6600,Parkes
6601,Bayside (NSW)
6602,Kellerberrin
6603,Port Stephens
6604,Macedon Ranges
6605,Brimbank
6606,Kingston (Vic.)
6607,Unincorporated SA
6608,Wangaratta
6609,Monash
6610,Toodyay
6611,Toodyay
6612,Corangamite
6613,Snowy Valleys
6614,Ipswich
6615,Adelaide
6616,Central Coast (NSW)
6617,West Torrens
6618,Loxton Waikerie
6619,Loxton Waikerie
6620,Narrabri
6621,Kalamunda
6622,Campbelltown (NSW)
6623,Victoria Park
6624,Moree Plains
6625,Cabonne
6626,West Tamar
6627,Central Darling
6628,Liverpool
6629,Sunshine Coast
6630,Brisbane
6631,Campaspe
6632,Canterbury-Bankstown
6633,Cessnock
6634,Bland
6635,Balonne
6636,Lane Cove
6637,Central Coast (NSW)
6638,Wyndham-East Kimberley
6639,Wyndham-East Kimberley
6640,Port Augusta
6641,Port Augusta
6642,Fraser Coast
6643,Burdekin
6644,Murray River
6645,Kempsey
6646,Tablelands
6647,Georges River
6648,Swan
6649,Moreton Bay
6650,Dubbo
6651,Ballina
6652,Sunshine Coast
6653,Brisbane
6654,Hawkesbury
6655,Gwydir
6656,Blacktown
6657,Penrith
6658,Greater Shepparton
6659,Esperance
6660,Melton
6661,Kalamunda
6662,Mildura
6663,Muswellbrook
6664,Muswellbrook
6665,Whitehorse
6666,Maroondah
6667,Hume
6668,Cassowary Coast
6669,Gold Coast
6670,Stonnington
6671,Gympie
6672,Singleton
6673,Dumbleyung
6674,Wakefield
6675,Mid-Coast
6676,Lismore
6677,Maranoa
6678,Bundaberg
6679,Port Stephens
6680,Corrigin
6681,Corrigin
6682,Central Coast (NSW)
6683,Inner West
6684,Irwin
6685,Irwin
6686,Sunshine Coast
6687,Parramatta
6688,Sunshine Coast
6689,Clarence Valley
6690,Hepburn
6691,Melton
6692,Greater Hume
6693,Tweed
6694,South Gippsland
6695,South Gippsland
6696,Western Downs
6697,Western Downs
6698,Mid-Western
6699,Barcoo
6700,Whitsunday
6701,Whitsunday
6702,Whitsunday
6703,Newcastle
6704,Roper Gulf
6705,Cardinia
6706,Alpine
6707,Hawkesbury
6708,Canada Bay
6709,Serpentine-Jarrahdale
6710,Mackay
6711,Coolamon
6712,Coolamon
6713,Tamworth
6714,Gold Coast
6715,Banana
6716,Casey
6717,Whittlesea
6718,Fairfield
6719,Brimbank
6720,Lithgow
6721,Whitsunday
6722,Clare and Gilbert Valleys
6723,Hepburn
6724,Somerset
6725,Somerset
6726,Hornsby
6727,Strathbogie
6728,Unincorporated NSW
6729,Roper Gulf
6730,Somerset
6731,Sunshine Coast
6732,Alice Springs
6733,Federation
6734,Blacktown
6735,Scenic Rim
6736,Scenic Rim
6737,Alpine
6738,Kalamunda
6739,Port Stephens
6740,Charles Sturt
6741,Dundas
6742,Murray River
6743,Hume
6744,Isaac
6745,Hilltops
6746,Hilltops
6747,Glen Innes Severn
6748,Western Downs
6749,Rockingham
6750,Unincorporated ACT
6751,Inverell
6752,The Hills
6753,Onkaparinga
6754,Central Coast (NSW)
6755,Moreton Bay
6756,Melton
6757,Melton
6758,Central Coast (NSW)
6759,Central Coast (NSW)
6760,Lockyer Valley
6761,Litchfield
6762,Murray
6763,Murrindindi
6764,Moreton Bay
6765,West Tamar
6766,The Hills
6767,Parramatta
6768,Brisbane
6769,Brisbane
6770,Fairfield
6771,Townsville
6772,Melbourne
6773,Hobsons Bay
6774,Stirling
6775,Hobart
6776,Wanneroo
6777,Dubbo
6778,Strathfield
6779,Gympie
6780,Sunshine Coast
6781,Ararat
6782,Tablelands
6783,Cumberland
6784,Federation
6785,Adelaide
6786,Cairns
6787,Toowoomba
6788,Brisbane
6789,Moreton Bay
6790,Banyule
6791,Cook
6792,Sutherland
6793,Brisbane
6794,Central Coast (NSW)
6795,Central Coast (NSW)
6796,Gympie
6797,Maribyrnong
6798,Mundaring
6799,Parramatta
6800,Gunnedah
6801,Central Coast (NSW)
6802,Busselton
6803,Greater Geelong
6804,Townsville
6805,Tablelands
6806,Greater Bendigo
6807,Townsville
6808,Snowy Monaro
6809,Snowy Monaro
6810,Snowy Monaro
6811,Maribyrnong
6812,Merri-bek
6813,Harvey
6814,Gold Coast
6815,Sutherland
6816,Logan
6817,Gold Coast
6818,Fairfield
6819,Northam
6820,Mornington Peninsula
6821,Meander Valley
6822,Greater Bendigo
6823,Bayside (NSW)
6824,Wagait
6825,Gold Coast
6826,Stirling
6827,Weipa
6828,Greater Geraldton
6829,Rockhampton
6830,Light
6831,Moonee Valley
6832,Bega Valley
6833,Goulburn Mulwaree
6834,Gympie
6835,Gympie
6836,Hawkesbury
6837,Tatiara
6838,Rockingham
6839,Port Adelaide Enfield
6840,Brisbane
6841,Playford
6842,Gympie
6843,Snowy Valleys
6844,Queanbeyan-Palerang
6845,Moreton Bay
6846,Cunderdin
6847,Somerset
6848,Bega Valley
6849,Harvey
6850,Tamworth
6851,Sutherland
6852,Sunshine Coast
6853,Fraser Coast
6854,Northern Grampians
6855,Uralla
6856,West Arnhem
6857,Rockhampton
6858,Port Macquarie-Hastings
6859,Logan
6860,Isaac
6861,Bundaberg
6862,Bundaberg
6863,Willoughby
6864,Wyndham
6865,Central Coast (NSW)
6866,Roper Gulf
6867,Brisbane
6868,Gympie
6869,Wagga Wagga
6870,Unincorporated SA
6871,Newcastle
6872,Stirling
6873,Sydney
6874,Richmond Valley
6875,Cambridge
6876,Greater Shepparton
6877,Upper Lachlan
6878,Moira
6879,Brisbane
6880,Hepburn
6881,Gladstone
6882,Mid-Coast
6883,Alice Springs
6884,Monash
6885,Darwin
6886,Yass Valley
6887,Yass Valley
6888,Dandaragan
6889,Goulburn Mulwaree
6890,Moira
6891,Central Darling
6892,Unincorporated ACT
6893,Meander Valley
6894,Litchfield
6895,Mid-Western
6896,Shoalhaven
6897,Latrobe (Vic.)
6898,Warrumbungle
6899,Sydney
6900,Maranoa
6901,Flinders Ranges
6902,Richmond Valley
6903,Melbourne
6904,Gympie
6905,Burdekin
6906,Naracoorte Lucindale
6907,Port Augusta
6908,Cumberland
6909,Barossa
6910,Yarra Ranges
6911,Northam
6912,Willoughby
6913,South Gippsland
6914,Coonamble
6915,Dubbo
6916,MacDonnell
6917,Southern Downs
6918,Townsville
6919,Darebin
6920,Pyrenees
6921,Pyrenees
6922,Pyrenees
6923,Pyrenees
6924,Pormpuraaw
6925,Alpine
6926,Bundaberg
6927,Mitchell
6928,Wandering
6929,Snowy Valleys
6930,Fremantle
6931,Mount Remarkable
6932,Brimbank
6933,Hornsby
6934,Gold Coast
6935,West Tamar
6936,Unincorporated NT
6937,Unincorporated ACT
6938,Bellingen
6939,Hunters Hill
6940,Wellington
6941,Mount Alexander
6942,Port Stephens
6943,Canning
6944,Gold Coast
6945,Monash
6946,Brisbane
6947,Coffs Harbour
6948,MacDonnell
6949,Joondalup
6950,Brisbane
6951,Clarence Valley
6952,Muswellbrook
6953,Snowy Monaro
6954,Dubbo
6955,Cardinia
6956,Yarra Ranges
6957,Victor Harbor
6958,Quairading
6959,Donnybrook-Balingup
6960,Central Highlands (Qld)
6961,Maroondah
6962,Western Downs
6963,Scenic Rim
6964,Ballarat
6965,Baw Baw
6966,Northam
6967,Cumberland
6968,Victoria Daly
6969,Greater Bendigo
6970,Barossa
6971,Wollongong
6972,Casey
6973,Port Stephens
6974,Port Stephens
6975,Georges River
6976,Ku-ring-gai
6977,Lake Macquarie
6978,Kangaroo Island
6979,Gold Coast
6980,Cockburn
6981,The Hills
6982,Wongan-Ballidu
6983,Glen Innes Severn
6984,Rockingham
6985,Loxton Waikerie
6986,Lockyer Valley
6987,Junee
6988,Greater Geraldton
6989,Williams
6990,Naracoorte Lucindale
6991,Cairns
6992,Whittlesea
6993,Noosa
6994,Benalla
6995,Unincorporated SA
6996,Narrabri
6997,Gold Coast
6998,Goondiwindi
6999,Goondiwindi
7000,Knox
7001,Knox
7002,Central Coast (NSW)
7003,Lake Grace
7004,Lake Grace
7005,Naracoorte Lucindale
7006,Barkly
7007,Ku-ring-gai
7008,Unincorporated ACT
7009,Snowy Monaro
7010,Ryde
7011,Somerset
7012,Scenic Rim
7013,Yass Valley
7014,Karratha
7015,Gingin
7016,Blue Mountains
7017,Kalamunda
7018,Alexandrina
7019,Victoria Daly
7020,Sunshine Coast
7021,Bourke
7022,Greater Hume
7023,Hume
7024,Ipswich
7025,Glenorchy
7026,Federation
7027,Federation
7028,Greater Hume
7029,Greater Hume
7030,Somerset
7031,Marion
7032,Hornsby
7033,Greater Bendigo
7034,Greater Dandenong
7035,Dundas
7036,Wollongong
7037,Armadale
7038,MacDonnell
7039,Penrith
7040,Canterbury-Bankstown
7041,Brisbane
7042,The Hills
7043,South Burnett
7044,Leeton
7045,Central Highlands (Qld)
7046,Melville
7047,Boddington
7048,Murrumbidgee
7049,Shoalhaven
7050,Colac Otway
7051,Lismore
7052,Bathurst
7053,Dandaragan
7054,Dandaragan
7055,Mundaring
7056,Canning
7057,Brimbank
7058,Central Highlands (Qld)
7059,Wellington
7060,Gosnells
7061,Charters Towers
7062,Frankston
7063,Lake Macquarie
7064,Logan
7065,Logan
7066,Logan
7067,Brimbank
7068,Bayside (NSW)
7069,Coorong
7070,Manjimup
7071,Wangaratta
7072,Nillumbik
7073,Gold Coast
7074,Boroondara
7075,Port Macquarie-Hastings
7076,Central Coast (NSW)
7077,Whyalla
7078,Litchfield
7079,Litchfield
7080,Perth
7081,Richmond Valley
7082,Fraser Coast
7083,Campbelltown (NSW)
7084,Darwin
7085,Rockhampton
7086,Dardanup
7087,Wentworth
7088,Redland
7089,Etheridge
7090,Swan Hill
7091,Whitsunday
7092,Whitsunday
7093,Scenic Rim
7094,Fremantle
7095,Cumberland
7096,Melton
7097,Murray Bridge
7098,Surf Coast
7099,Bayside (NSW)
7100,Shellharbour
7101,Logan
7102,Yarra Ranges
7103,Redland
7104,Hume
7105,Alice Springs
7106,Tamworth
7107,Kwinana
7108,Greater Geelong
7109,Meander Valley
7110,Gympie
7111,Ballina
7112,West Arnhem
7113,Snowy Valleys
7114,Nannup
7115,Murrindindi
7116,Mid-Coast
7117,Launceston
7118,Brisbane
7119,Rockingham
7120,Griffith
7121,Brisbane
7122,Tweed
7123,Western Downs
7124,Logan
7125,Western Downs
7126,Vincent
7127,Bland
7128,Toowoomba
7129,Loxton Waikerie
7130,Western Downs
7131,Busselton
7132,Bundaberg
7133,Cloncurry
7134,Wattle Range
7135,Grant
7136,Manningham
7137,Burnside
7138,Douglas
7139,Circular Head
7140,Hilltops
7141,Armadale
7142,Canterbury-Bankstown
7143,Blayney
7144,Frankston
7145,Campaspe
7146,Sydney
7147,Logan
7148,Barkly
7149,Moonee Valley
7150,Tea Tree Gully
7151,Dubbo
7152,Sunshine Coast
7153,Cessnock
7154,Wakefield
7155,Banyule
7156,Indigo
7157,Kellerberrin
7158,Glenelg
7159,Moreton Bay
7160,Victoria Plains
7161,Victoria Plains
7162,Mount Isa
7163,Adelaide Hills
7164,Gannawarra
7165,Litchfield
7166,Mount Remarkable
7167,Wagga Wagga
7168,Cootamundra-Gundagai
7169,Moora
7170,North Burnett
7171,Port Macquarie-Hastings
7172,Shoalhaven
7173,Shoalhaven
7174,Yarra Ranges
7175,Campbelltown (NSW)
7176,Campbelltown (NSW)
7177,Campbelltown (NSW)
7178,Unincorporated ACT
7179,Hornsby
7180,Cockburn
7181,Port Stephens
7182,Hornsby
7183,Richmond Valley
7184,Logan
7185,Horsham
7186,Ipswich
7187,Ipswich
7188,Georges River
7189,Central Coast (NSW)
7190,Hume
7191,Upper Hunter
7192,Moree Plains
7193,Inverell
7194,Townsville
7195,Cook
7196,Cook
7197,Wollondilly
7198,Wollondilly
7199,Playford
7200,Broomehill-Tambellup
7201,Logan
7202,Colac Otway
7203,Palmerston
7204,Tamworth
7205,Upper Hunter
7206,Cockburn
7207,Greater Shepparton
7208,Joondalup
7209,Forbes
7210,Gold Coast
7211,Rockhampton
7212,Cardinia
