from,to
6309,NSW
6310,WA
6311,NSW
6312,QLD
6313,NT
6314,WA
6315,QLD
6316,SA
6317,SA
6318,WA
6319,NSW
6320,TAS
6321,TAS
6322,QLD
6323,QLD
6324,QLD
6325,SA
6326,QLD
6327,NT
6328,WA
6329,TAS
6330,NSW
6331,QLD
6332,NSW
6333,VIC
6334,NSW
6335,WA
6336,VIC
6337,NSW
6338,WA
6339,VIC
6340,QLD
6341,NSW
6342,NSW
6343,NSW
6344,VIC
6345,NSW
6346,VIC
6347,QLD
6348,SA
6349,NSW
6350,SA
6351,TAS
6352,VIC
6353,NT
6354,SA
6355,VIC
6356,WA
6357,NSW
6358,NSW
6359,QLD
6360,VIC
6361,VIC
6362,VIC
6363,QLD
6364,WA
6365,NSW
6366,NT
6367,QLD
6368,QLD
6369,QLD
6370,SA
6371,NSW
6372,VIC
6373,NSW
6374,QLD
6375,NSW
6376,NSW
6377,QLD
6378,QLD
6379,WA
6380,WA
6381,SA
6382,VIC
6383,NSW
6384,VIC
6385,NSW
6386,QLD
6387,QLD
6388,WA
6389,NSW
6390,QLD
6391,SA
6392,SA
6393,NSW
6394,VIC
6395,QLD
6396,VIC
6397,QLD
6398,VIC
6399,NSW
6400,NSW
6401,WA
6402,VIC
6403,NSW
6404,WA
6405,WA
6406,WA
6407,WA
6408,SA
6409,VIC
6410,VIC
6411,SA
6412,QLD
6413,NT
6414,VIC
6415,VIC
6416,NSW
6417,WA
6418,NSW
6419,NSW
6420,WA
6421,VIC
6422,VIC
6423,WA
6424,NSW
6425,QLD
6426,SA
6427,TAS
6428,QLD
6429,QLD
6430,NSW
6431,TAS
6432,WA
6433,NSW
6434,NSW
6435,VIC
6436,SA
6437,SA
6438,SA
6439,NSW
6440,VIC
6441,QLD
6442,NSW
6443,WA
6444,NSW
6445,VIC
6446,VIC
6447,NSW
6448,NSW
6449,NSW
6450,VIC
6451,NSW
6452,NSW
6453,VIC
6454,QLD
6455,NSW
6456,NT
6457,NSW
6458,VIC
6459,VIC
6460,QLD
6461,VIC
6462,SA
6463,QLD
6464,NT
6465,WA
6466,VIC
6467,VIC
6468,NSW
6469,WA
6470,VIC
6471,VIC
6472,QLD
6473,WA
6474,WA
6475,QLD
6476,VIC
6477,NSW
6478,QLD
6479,NSW
6480,VIC
6481,NT
6482,NSW
6483,NSW
6484,VIC
6485,VIC
6486,NSW
6487,NSW
6488,VIC
6489,SA
6490,VIC
6491,NSW
6492,SA
6493,VIC
6494,QLD
6495,WA
6496,VIC
6497,NT
6498,NT
6499,NT
6500,NT
6501,SA
6502,QLD
6503,QLD
6504,QLD
6505,NSW
6506,NT
6507,NSW
6508,WA
6509,VIC
6510,WA
6511,WA
6512,VIC
6513,NSW
6514,NSW
6515,VIC
6516,NSW
6517,NSW
6518,NSW
6519,VIC
6520,NSW
6521,TAS
6522,WA
6523,VIC
6524,NSW
6525,TAS
6526,VIC
6527,NSW
6528,QLD
6529,QLD
6530,VIC
6531,QLD
6532,NSW
6533,VIC
6534,NSW
6535,NSW
6536,QLD
6537,NSW
6538,NSW
6539,WA
6540,NSW
6541,QLD
6542,QLD
6543,NSW
6544,WA
6545,NSW
6546,QLD
6547,VIC
6548,NSW
6549,SA
6550,WA
6551,VIC
6552,VIC
6553,VIC
6554,QLD
6555,WA
6556,NSW
6557,SA
6558,NSW
6559,QLD
6560,TAS
6561,WA
6562,SA
6563,NSW
6564,NSW
6565,NSW
6566,SA
6567,VIC
6568,NSW
6569,QLD
6570,NSW
6571,NSW
6572,WA
6573,QLD
6574,QLD
6575,VIC
6576,QLD
6577,QLD
6578,NT
6579,NSW
6580,NT
6581,WA
6582,QLD
6583,NSW
6584,TAS
6585,SA
6586,WA
6587,WA
6588,NSW
6589,TAS
6590,QLD
6591,QLD
6592,VIC
6593,VIC
6594,QLD
6595,NSW
6596,NSW
6597,NSW
6598,QLD
6599,NSW
6600,NSW
6601,NSW
6602,WA
6603,NSW
6604,VIC
6605,VIC
6606,VIC
6607,SA
6608,VIC
6609,VIC
6610,WA
6611,WA
6612,VIC
6613,NSW
6614,QLD
6615,SA
6616,NSW
6617,SA
6618,SA
6619,SA
6620,NSW
6621,WA
6622,NSW
6623,WA
6624,NSW
6625,NSW
6626,TAS
6627,NSW
6628,NSW
6629,QLD
6630,QLD
6631,VIC
6632,NSW
6633,NSW
6634,NSW
6635,QLD
6636,NSW
6637,NSW
6638,WA
6639,WA
6640,SA
6641,SA
6642,QLD
6643,QLD
6644,NSW
6645,NSW
6646,QLD
6647,NSW
6648,WA
6649,QLD
6650,NSW
6651,NSW
6652,QLD
6653,QLD
6654,NSW
6655,NSW
6656,NSW
6657,NSW
6658,VIC
6659,WA
6660,VIC
6661,WA
6662,VIC
6663,NSW
6664,NSW
6665,VIC
6666,VIC
6667,VIC
6668,QLD
6669,QLD
6670,VIC
6671,QLD
6672,NSW
6673,WA
6674,SA
6675,NSW
6676,NSW
6677,QLD
6678,QLD
6679,NSW
6680,WA
6681,WA
6682,NSW
6683,NSW
6684,WA
6685,WA
6686,QLD
6687,NSW
6688,QLD
6689,NSW
6690,VIC
6691,VIC
6692,NSW
6693,NSW
6694,VIC
6695,VIC
6696,QLD
6697,QLD
6698,NSW
6699,QLD
6700,QLD
6701,QLD
6702,QLD
6703,NSW
6704,NT
6705,VIC
6706,VIC
6707,NSW
6708,NSW
6709,WA
6710,QLD
6711,NSW
6712,NSW
6713,NSW
6714,QLD
6715,QLD
6716,VIC
6717,VIC
6718,NSW
6719,VIC
6720,NSW
6721,QLD
6722,SA
6723,VIC
6724,QLD
6725,QLD
6726,NSW
6727,VIC
6728,NSW
6729,NT
6730,QLD
6731,QLD
6732,NT
6733,NSW
6734,NSW
6735,QLD
6736,QLD
6737,VIC
6738,WA
6739,NSW
6740,SA
6741,WA
6742,NSW
6743,VIC
6744,QLD
6745,NSW
6746,NSW
6747,NSW
6748,QLD
6749,WA
6750,ACT
6751,NSW
6752,NSW
6753,SA
6754,NSW
6755,QLD
6756,VIC
6757,VIC
6758,NSW
6759,NSW
6760,QLD
6761,NT
6762,WA
6763,VIC
6764,QLD
6765,TAS
6766,NSW
6767,NSW
6768,QLD
6769,QLD
6770,NSW
6771,QLD
6772,VIC
6773,VIC
6774,WA
6775,TAS
6776,WA
6777,NSW
6778,NSW
6779,QLD
6780,QLD
6781,VIC
6782,QLD
6783,NSW
6784,NSW
6785,SA
6786,QLD
6787,QLD
6788,QLD
6789,QLD
6790,VIC
6791,QLD
6792,NSW
6793,QLD
6794,NSW
6795,NSW
6796,QLD
6797,VIC
6798,WA
6799,NSW
6800,NSW
6801,NSW
6802,WA
6803,VIC
6804,QLD
6805,QLD
6806,VIC
6807,QLD
6808,NSW
6809,NSW
6810,NSW
6811,VIC
6812,VIC
6813,WA
6814,QLD
6815,NSW
6816,QLD
6817,QLD
6818,NSW
6819,WA
6820,VIC
6821,TAS
6822,VIC
6823,NSW
6824,NT
6825,QLD
6826,WA
6827,QLD
6828,WA
6829,QLD
6830,SA
6831,VIC
6832,NSW
6833,NSW
6834,QLD
6835,QLD
6836,NSW
6837,SA
6838,WA
6839,SA
6840,QLD
6841,SA
6842,QLD
6843,NSW
6844,NSW
6845,QLD
6846,WA
6847,QLD
6848,NSW
6849,WA
6850,NSW
6851,NSW
6852,QLD
6853,QLD
6854,VIC
6855,NSW
6856,NT
6857,QLD
6858,NSW
6859,QLD
6860,QLD
6861,QLD
6862,QLD
6863,NSW
6864,VIC
6865,NSW
6866,NT
6867,QLD
6868,QLD
6869,NSW
6870,SA
6871,NSW
6872,WA
6873,NSW
6874,NSW
6875,WA
6876,VIC
6877,NSW
6878,VIC
6879,QLD
6880,VIC
6881,QLD
6882,NSW
6883,NT
6884,VIC
6885,NT
6886,NSW
6887,NSW
6888,WA
6889,NSW
6890,VIC
6891,NSW
6892,ACT
6893,TAS
6894,NT
6895,NSW
6896,NSW
6897,VIC
6898,NSW
6899,NSW
6900,QLD
6901,SA
6902,NSW
6903,VIC
6904,QLD
6905,QLD
6906,SA
6907,SA
6908,NSW
6909,SA
6910,VIC
6911,WA
6912,NSW
6913,VIC
6914,NSW
6915,NSW
6916,NT
6917,QLD
6918,QLD
6919,VIC
6920,VIC
6921,VIC
6922,VIC
6923,VIC
6924,QLD
6925,VIC
6926,QLD
6927,VIC
6928,WA
6929,NSW
6930,WA
6931,SA
6932,VIC
6933,NSW
6934,QLD
6935,TAS
6936,NT
6937,ACT
6938,NSW
6939,NSW
6940,VIC
6941,VIC
6942,NSW
6943,WA
6944,QLD
6945,VIC
6946,QLD
6947,NSW
6948,NT
6949,WA
6950,QLD
6951,NSW
6952,NSW
6953,NSW
6954,NSW
6955,VIC
6956,VIC
6957,SA
6958,WA
6959,WA
6960,QLD
6961,VIC
6962,QLD
6963,QLD
6964,VIC
6965,VIC
6966,WA
6967,NSW
6968,NT
6969,VIC
6970,SA
6971,NSW
6972,VIC
6973,NSW
6974,NSW
6975,NSW
6976,NSW
6977,NSW
6978,SA
6979,QLD
6980,WA
6981,NSW
6982,WA
6983,NSW
6984,WA
6985,SA
6986,QLD
6987,NSW
6988,WA
6989,WA
6990,SA
6991,QLD
6992,VIC
6993,QLD
6994,VIC
6995,SA
6996,NSW
6997,QLD
6998,QLD
6999,QLD
7000,VIC
7001,VIC
7002,NSW
7003,WA
7004,WA
7005,SA
7006,NT
7007,NSW
7008,ACT
7009,NSW
7010,NSW
7011,QLD
7012,QLD
7013,NSW
7014,WA
7015,WA
7016,NSW
7017,WA
7018,SA
7019,NT
7020,QLD
7021,NSW
7022,NSW
7023,VIC
7024,QLD
7025,TAS
7026,NSW
7027,NSW
7028,NSW
7029,NSW
7030,QLD
7031,SA
7032,NSW
7033,VIC
7034,VIC
7035,WA
7036,NSW
7037,WA
7038,NT
7039,NSW
7040,NSW
7041,QLD
7042,NSW
7043,QLD
7044,NSW
7045,QLD
7046,WA
7047,WA
7048,NSW
7049,NSW
7050,VIC
7051,NSW
7052,NSW
7053,WA
7054,WA
7055,WA
7056,WA
7057,VIC
7058,QLD
7059,VIC
7060,WA
7061,QLD
7062,VIC
7063,NSW
7064,QLD
7065,QLD
7066,QLD
7067,VIC
7068,NSW
7069,SA
7070,WA
7071,VIC
7072,VIC
7073,QLD
7074,VIC
7075,NSW
7076,NSW
7077,SA
7078,NT
7079,NT
7080,WA
7081,NSW
7082,QLD
7083,NSW
7084,NT
7085,QLD
7086,WA
7087,NSW
7088,QLD
7089,QLD
7090,VIC
7091,QLD
7092,QLD
7093,QLD
7094,WA
7095,NSW
7096,VIC
7097,SA
7098,VIC
7099,NSW
7100,NSW
7101,QLD
7102,VIC
7103,QLD
7104,VIC
7105,NT
7106,NSW
7107,WA
7108,VIC
7109,TAS
7110,QLD
7111,NSW
7112,NT
7113,NSW
7114,WA
7115,VIC
7116,NSW
7117,TAS
7118,QLD
7119,WA
7120,NSW
7121,QLD
7122,NSW
7123,QLD
7124,QLD
7125,QLD
7126,WA
7127,NSW
7128,QLD
7129,SA
7130,QLD
7131,WA
7132,QLD
7133,QLD
7134,SA
7135,SA
7136,VIC
7137,SA
7138,QLD
7139,TAS
7140,NSW
7141,WA
7142,NSW
7143,NSW
7144,VIC
7145,VIC
7146,NSW
7147,QLD
7148,NT
7149,VIC
7150,SA
7151,NSW
7152,QLD
7153,NSW
7154,SA
7155,VIC
7156,VIC
7157,WA
7158,VIC
7159,QLD
7160,WA
7161,WA
7162,QLD
7163,SA
7164,VIC
7165,NT
7166,SA
7167,NSW
7168,NSW
7169,WA
7170,QLD
7171,NSW
7172,NSW
7173,NSW
7174,VIC
7175,NSW
7176,NSW
7177,NSW
7178,ACT
7179,NSW
7180,WA
7181,NSW
7182,NSW
7183,NSW
7184,QLD
7185,VIC
7186,QLD
7187,QLD
7188,NSW
7189,NSW
7190,VIC
7191,NSW
7192,NSW
7193,NSW
7194,QLD
7195,QLD
7196,QLD
7197,NSW
7198,NSW
7199,SA
7200,WA
7201,QLD
7202,VIC
7203,NT
7204,NSW
7205,NSW
7206,WA
7207,VIC
7208,WA
7209,NSW
7210,QLD
7211,QLD
7212,VIC
7213,NSW
7214,NSW
7215,NSW
7216,VIC
7217,TAS
7218,NSW
7219,VIC
7220,VIC
7221,QLD
7222,TAS
7223,VIC
7224,VIC
7225,NSW
7226,NSW
7227,VIC
7228,VIC
7229,ACT
7230,NT
7231,WA
7232,QLD
7233,NSW
7234,WA
7235,NSW
7236,QLD
7237,QLD
7238,NSW
7239,WA
7240,QLD
7241,SA
7242,SA
7243,VIC
7244,QLD
7245,QLD
7246,QLD
7247,WA
7248,NSW
7249,NT
7250,NSW
7251,VIC
7252,QLD
7253,WA
7254,WA
7255,NSW
7256,QLD
7257,QLD
7258,TAS
7259,SA
7260,TAS
7261,NSW
7262,TAS
7263,NSW
7264,QLD
7265,VIC
7266,NSW
7267,NSW
7268,VIC
7269,NSW
7270,TAS
7271,NSW
7272,NSW
7273,NSW
7274,QLD
7275,SA
7276,NSW
7277,NSW
7278,VIC
7279,QLD
7280,VIC
7281,NSW
7282,QLD
7283,QLD
7284,QLD
7285,WA
7286,NSW
7287,VIC
7288,SA
7289,QLD
7290,VIC
7291,NSW
7292,NSW
7293,NSW
7294,VIC
7295,TAS
7296,NSW
7297,NSW
7298,NT
7299,QLD
7300,NSW
7301,VIC
7302,QLD
7303,VIC
7304,WA
7305,NSW
7306,VIC
7307,VIC
7308,SA
7309,NSW
7310,NSW
7311,VIC
7312,QLD
7313,VIC
7314,NSW
7315,WA
7316,NSW
7317,NSW
7318,NSW
7319,WA
7320,NSW
7321,NSW
7322,NT
7323,WA
7324,WA
7325,SA
7326,NSW
7327,VIC
7328,NSW
7329,NSW
7330,VIC
7331,QLD
7332,QLD
7333,QLD
7334,WA
7335,ACT
7336,NSW
7337,NSW
7338,VIC
7339,TAS
7340,WA
7341,WA
7342,WA
7343,VIC
7344,NSW
7345,VIC
7346,NSW
7347,VIC
7348,NSW
7349,NSW
7350,NT
7351,SA
7352,WA
7353,VIC
7354,VIC
7355,QLD
7356,VIC
7357,NSW
7358,VIC
7359,WA
7360,VIC
7361,NSW
7362,NSW
7363,NSW
7364,NSW
7365,NT
7366,NT
7367,WA
7368,QLD
7369,WA
7370,VIC
7371,NSW
7372,NSW
7373,SA
7374,WA
7375,NSW
7376,QLD
7377,QLD
7378,NSW
7379,VIC
7380,NSW
7381,NSW
7382,WA
7383,SA
7384,NSW
7385,NSW
7386,NSW
7387,NT
7388,QLD
7389,QLD
7390,WA
7391,NSW
7392,VIC
7393,VIC
7394,QLD
7395,QLD
7396,NSW
7397,NSW
7398,VIC
7399,SA
7400,NSW
7401,NSW
7402,QLD
7403,SA
7404,TAS
7405,NSW
7406,NSW
7407,QLD
7408,VIC
7409,NSW
7410,QLD
7411,NSW
7412,NSW
7413,TAS
7414,QLD
7415,QLD
7416,WA
7417,VIC
7418,VIC
7419,VIC
7420,VIC
7421,VIC
7422,NSW
7423,VIC
7424,NSW
7425,QLD
7426,TAS
7427,VIC
7428,NSW
7429,NSW
7430,NSW
7431,VIC
7432,VIC
7433,WA
7434,WA
7435,QLD
7436,QLD
7437,VIC
7438,VIC
7439,SA
7440,NT
7441,QLD
7442,SA
7443,SA
7444,WA
7445,NSW
7446,NSW
7447,QLD
7448,QLD
7449,NSW
7450,NSW
7451,NSW
7452,NSW
7453,NSW
7454,NSW
7455,VIC
7456,VIC
7457,QLD
7458,WA
7459,QLD
7460,QLD
7461,NSW
7462,WA
7463,NSW
7464,WA
7465,NSW
7466,WA
7467,QLD
7468,QLD
7469,VIC
7470,VIC
7471,SA
7472,WA
7473,WA
7474,WA
7475,VIC
7476,VIC
7477,VIC
7478,VIC
7479,NSW
7480,WA
7481,NSW
7482,NSW
7483,NSW
7484,VIC
7485,VIC
7486,QLD
7487,QLD
7488,QLD
7489,QLD
7490,SA
7491,VIC
7492,QLD
7493,VIC
7494,WA
7495,VIC
7496,SA
7497,SA
7498,SA
7499,VIC
7500,NSW
7501,NSW
7502,NSW
7503,QLD
7504,TAS
7505,NSW
7506,QLD
7507,WA
7508,VIC
7509,VIC
7510,VIC
7511,VIC
7512,WA
7513,WA
7514,VIC
7515,VIC
7516,NSW
7517,SA
7518,NSW
7519,VIC
7520,NSW
7521,NSW
7522,NSW
7523,VIC
7524,NSW
7525,WA
7526,QLD
7527,NSW
7528,VIC
7529,QLD
7530,VIC
7531,QLD
7532,NSW
7533,WA
7534,WA
7535,VIC
7536,NSW
7537,NSW
7538,VIC
7539,VIC
7540,NT
7541,VIC
7542,SA
7543,NSW
7544,NSW
7545,NSW
7546,NSW
7547,VIC
7548,NSW
7549,NSW
7550,VIC
7551,VIC
7552,NSW
7553,NSW
7554,WA
7555,NSW
7556,QLD
7557,SA
7558,NSW
7559,NSW
7560,NSW
7561,NSW
7562,SA
7563,QLD
7564,NSW
7565,QLD
7566,NSW
7567,WA
7568,NSW
7569,VIC
7570,NSW
7571,NSW
7572,VIC
7573,NSW
7574,NSW
7575,VIC
7576,TAS
7577,SA
7578,VIC
7579,QLD
7580,TAS
7581,VIC
7582,ACT
7583,SA
7584,SA
7585,VIC
7586,SA
7587,WA
7588,TAS
7589,QLD
7590,QLD
7591,WA
7592,WA
7593,NSW
7594,WA
7595,NSW
7596,WA
7597,TAS
7598,NSW
7599,QLD
7600,QLD
7601,WA
7602,NSW
7603,WA
7604,VIC
7605,QLD
7606,SA
7607,QLD
7608,VIC
7609,WA
7610,NSW
7611,NSW
7612,NSW
7613,NSW
7614,NSW
7615,NSW
7616,NSW
7617,VIC
7618,WA
7619,VIC
7620,VIC
7621,QLD
7622,NT
7623,NSW
7624,NSW
7625,VIC
7626,NSW
7627,SA
7628,QLD
7629,QLD
7630,WA
7631,NSW
7632,QLD
7633,QLD
7634,QLD
7635,TAS
7636,VIC
7637,NSW
7638,NSW
7639,QLD
7640,QLD
7641,QLD
7642,SA
7643,SA
7644,SA
7645,QLD
7646,NSW
7647,NSW
7648,QLD
7649,SA
7650,NSW
7651,WA
7652,SA
7653,NT
7654,NSW
7655,NSW
7656,NT
7657,WA
7658,WA
7659,NT
7660,SA
7661,NSW
7662,VIC
7663,WA
7664,WA
7665,QLD
7666,VIC
7667,QLD
7668,TAS
7669,NSW
7670,QLD
7671,NSW
7672,NSW
7673,NSW
7674,VIC
7675,QLD
7676,QLD
7677,VIC
7678,NSW
7679,QLD
7680,VIC
7681,NSW
7682,NSW
7683,NSW
7684,WA
7685,NSW
7686,WA
7687,SA
7688,QLD
7689,WA
7690,VIC
7691,NT
7692,NSW
7693,SA
7694,NSW
7695,NSW
7696,NSW
7697,QLD
7698,QLD
7699,QLD
7700,QLD
7701,WA
7702,VIC
7703,VIC
7704,NSW
7705,WA
7706,QLD
7707,WA
7708,NSW
7709,NSW
7710,QLD
7711,NSW
7712,NSW
7713,NSW
7714,QLD
7715,VIC
7716,VIC
7717,QLD
7718,QLD
7719,NSW
7720,QLD
7721,WA
7722,NSW
7723,SA
7724,NT
7725,NSW
7726,VIC
7727,QLD
7728,QLD
7729,VIC
7730,NSW
7731,QLD
7732,WA
7733,VIC
7734,VIC
7735,VIC
7736,VIC
7737,VIC
7738,VIC
7739,QLD
7740,QLD
7741,TAS
7742,NSW
7743,WA
7744,NSW
7745,NSW
7746,NSW
7747,VIC
7748,NSW
7749,NSW
7750,SA
7751,QLD
7752,QLD
7753,QLD
7754,NSW
7755,QLD
7756,QLD
7757,SA
7758,VIC
7759,NSW
7760,QLD
7761,NSW
7762,NSW
7763,VIC
7764,SA
7765,QLD
7766,QLD
7767,QLD
7768,QLD
7769,VIC
7770,QLD
7771,NSW
7772,WA
7773,WA
7774,VIC
7775,VIC
7776,NSW
7777,VIC
7778,VIC
7779,QLD
7780,WA
7781,QLD
7782,NSW
7783,NSW
7784,SA
7785,VIC
7786,QLD
7787,VIC
7788,WA
7789,NSW
7790,VIC
7791,NSW
7792,NSW
7793,NSW
7794,NSW
7795,NSW
7796,SA
7797,QLD
7798,SA
7799,TAS
7800,QLD
7801,SA
7802,SA
7803,NSW
7804,NSW
7805,NSW
7806,QLD
7807,NSW
7808,VIC
7809,NSW
7810,QLD
7811,VIC
7812,NSW
7813,VIC
7814,QLD
7815,VIC
7816,SA
7817,VIC
7818,QLD
7819,QLD
7820,NSW
7821,SA
7822,VIC
7823,NSW
7824,NSW
7825,SA
7826,SA
7827,NSW
7828,NSW
7829,VIC
7830,QLD
7831,NSW
7832,WA
7833,WA
7834,WA
7835,NSW
7836,QLD
7837,NSW
7838,NSW
7839,NSW
7840,NSW
7841,VIC
7842,WA
7843,WA
7844,QLD
7845,SA
7846,QLD
7847,VIC
7848,NSW
7849,NSW
7850,VIC
7851,WA
7852,NSW
7853,NSW
7854,SA
7855,NSW
7856,NSW
7857,WA
7858,TAS
7859,NSW
7860,QLD
7861,VIC
7862,VIC
7863,SA
7864,SA
7865,NSW
7866,NSW
7867,QLD
7868,QLD
7869,VIC
7870,WA
7871,VIC
7872,VIC
7873,SA
7874,WA
7875,NSW
7876,NSW
7877,SA
7878,NSW
7879,NSW
7880,NSW
7881,VIC
7882,VIC
7883,NSW
7884,SA
7885,VIC
7886,NSW
7887,QLD
7888,SA
7889,NSW
7890,WA
7891,NSW
7892,VIC
7893,VIC
7894,VIC
7895,VIC
7896,SA
7897,TAS
7898,NSW
7899,NSW
7900,VIC
7901,VIC
7902,QLD
7903,NSW
7904,SA
7905,NSW
7906,QLD
7907,WA
7908,NSW
7909,VIC
7910,WA
7911,VIC
7912,SA
7913,QLD
7914,TAS
7915,NSW
7916,NSW
7917,NSW
7918,NSW
7919,QLD
7920,QLD
7921,NSW
7922,VIC
7923,WA
7924,NSW
7925,NSW
7926,QLD
7927,NT
7928,QLD
7929,SA
7930,NSW
7931,NT
7932,QLD
7933,NSW
7934,NSW
7935,NSW
7936,NSW
7937,QLD
7938,VIC
7939,WA
7940,QLD
7941,NT
7942,NSW
7943,VIC
7944,SA
7945,QLD
7946,QLD
7947,VIC
7948,NSW
7949,QLD
7950,VIC
7951,WA
7952,NSW
7953,NSW
7954,QLD
7955,VIC
7956,VIC
7957,NSW
7958,NSW
7959,QLD
7960,SA
7961,VIC
7962,QLD
7963,NSW
7964,NSW
7965,WA
7966,VIC
7967,NSW
7968,QLD
7969,NSW
7970,SA
7971,WA
7972,NSW
7973,QLD
7974,QLD
7975,NSW
7976,NSW
7977,NSW
7978,VIC
7979,VIC
7980,SA
7981,VIC
7982,QLD
7983,QLD
7984,QLD
7985,NSW
7986,NSW
7987,NSW
7988,WA
7989,SA
7990,NSW
7991,NSW
7992,NSW
7993,WA
7994,QLD
7995,QLD
7996,QLD
7997,TAS
7998,NSW
7999,QLD
8000,NT
8001,NSW
8002,VIC
8003,WA
8004,WA
8005,VIC
8006,QLD
8007,VIC
8008,WA
8009,SA
8010,SA
8011,SA
8012,WA
8013,NSW
8014,WA
8015,QLD
8016,NSW
8017,QLD
8018,QLD
8019,QLD
8020,NSW
8021,QLD
8022,QLD
8023,QLD
8024,NSW
8025,QLD
8026,WA
8027,NSW
8028,QLD
8029,NSW
8030,SA
8031,QLD
8032,SA
8033,NSW
8034,QLD
8035,NSW
8036,VIC
8037,QLD
8038,QLD
8039,NSW
8040,NSW
8041,TAS
8042,VIC
8043,NSW
8044,NSW
8045,NSW
8046,NT
8047,NT
8048,NSW
8049,VIC
8050,NSW
8051,TAS
8052,VIC
8053,SA
8054,QLD
8055,SA
8056,SA
8057,NSW
8058,NSW
8059,WA
8060,TAS
8061,NSW
8062,NSW
8063,WA
8064,NSW
8065,NSW
8066,VIC
8067,QLD
8068,VIC
8069,QLD
8070,TAS
8071,NT
8072,VIC
8073,VIC
8074,VIC
8075,QLD
8076,WA
8077,NSW
8078,NSW
8079,SA
8080,QLD
8081,QLD
8082,VIC
8083,NSW
8084,NSW
8085,QLD
8086,NSW
8087,VIC
8088,NSW
8089,VIC
8090,QLD
8091,NSW
8092,NSW
8093,QLD
8094,NT
8095,VIC
8096,NSW
8097,NT
8098,NSW
8099,NSW
8100,WA
8101,VIC
8102,VIC
8103,NSW
8104,QLD
8105,TAS
8106,QLD
8107,VIC
8108,NSW
8109,NSW
8110,NSW
8111,NSW
8112,WA
8113,VIC
8114,QLD
8115,VIC
8116,VIC
8117,VIC
8118,QLD
8119,VIC
8120,VIC
8121,WA
8122,QLD
8123,QLD
8124,NSW
8125,NSW
8126,QLD
8127,NSW
8128,NSW
8129,NSW
8130,TAS
8131,VIC
8132,QLD
8133,NSW
8134,NSW
8135,QLD
8136,NSW
8137,NSW
8138,VIC
8139,SA
8140,NSW
8141,QLD
8142,QLD
8143,SA
8144,VIC
8145,VIC
8146,QLD
8147,TAS
8148,TAS
8149,VIC
8150,NSW
8151,QLD
8152,NSW
8153,NSW
8154,QLD
8155,NSW
8156,VIC
8157,QLD
8158,NSW
8159,QLD
8160,SA
8161,NSW
8162,VIC
8163,NSW
8164,QLD
8165,VIC
8166,QLD
8167,QLD
8168,TAS
8169,VIC
8170,NSW
8171,SA
8172,QLD
8173,NSW
8174,QLD
8175,NSW
8176,NSW
8177,NSW
8178,NSW
8179,QLD
8180,NSW
8181,NSW
8182,NSW
8183,ACT
8184,SA
8185,QLD
8186,QLD
8187,NSW
8188,VIC
8189,WA
8190,QLD
8191,WA
8192,VIC
8193,QLD
8194,VIC
8195,VIC
8196,VIC
8197,VIC
8198,WA
8199,WA
8200,VIC
8201,VIC
8202,VIC
8203,VIC
8204,WA
8205,QLD
8206,NSW
8207,NSW
8208,NSW
8209,SA
8210,QLD
8211,QLD
8212,VIC
8213,WA
8214,WA
8215,NSW
8216,VIC
8217,NT
8218,NSW
8219,WA
8220,NSW
8221,NSW
8222,NSW
8223,VIC
8224,NSW
8225,WA
8226,NSW
8227,WA
8228,WA
8229,WA
8230,WA
8231,QLD
8232,QLD
8233,NSW
8234,WA
8235,NT
8236,VIC
8237,NSW
8238,QLD
8239,QLD
8240,NSW
8241,VIC
8242,VIC
8243,VIC
8244,TAS
8245,VIC
8246,VIC
8247,NSW
8248,NSW
8249,WA
8250,NSW
8251,NT
8252,NSW
8253,QLD
8254,WA
8255,VIC
8256,VIC
8257,NSW
8258,NSW
8259,VIC
8260,NSW
8261,NSW
8262,WA
8263,SA
8264,SA
8265,VIC
8266,VIC
8267,VIC
8268,NSW
8269,NSW
8270,QLD
8271,SA
8272,SA
8273,SA
8274,NSW
8275,NSW
8276,NSW
8277,NSW
8278,NSW
8279,QLD
8280,NSW
8281,VIC
8282,SA
8283,NSW
8284,VIC
8285,VIC
8286,NSW
8287,VIC
8288,SA
8289,WA
8290,VIC
8291,VIC
8292,NSW
8293,NSW
8294,ACT
8295,VIC
8296,NSW
8297,VIC
8298,NSW
8299,WA
8300,QLD
8301,WA
8302,VIC
8303,QLD
8304,NSW
8305,VIC
8306,VIC
8307,SA
8308,NT
8309,QLD
8310,NSW
8311,QLD
8312,QLD
8313,WA
8314,NSW
8315,NSW
8316,QLD
8317,VIC
8318,QLD
8319,SA
8320,QLD
8321,VIC
8322,SA
8323,VIC
8324,QLD
8325,NSW
8326,VIC
8327,NSW
8328,TAS
8329,NSW
8330,NSW
8331,NSW
8332,VIC
8333,VIC
8334,QLD
8335,NSW
8336,NSW
8337,WA
8338,QLD
8339,WA
8340,VIC
8341,NSW
8342,QLD
8343,TAS
8344,VIC
8345,NSW
8346,SA
8347,WA
8348,VIC
8349,QLD
8350,NSW
8351,NSW
8352,WA
8353,SA
8354,WA
8355,NT
8356,VIC
8357,TAS
8358,NSW
8359,NSW
8360,WA
8361,VIC
8362,VIC
8363,NSW
8364,SA
8365,VIC
8366,WA
8367,WA
8368,SA
8369,NSW
8370,QLD
8371,WA
8372,NSW
8373,NSW
8374,NSW
8375,WA
8376,NSW
8377,NSW
